0 799
800 319600
0 1 41
0 2 59
0 3 41
0 4 38
0 5 73
0 6 38
0 7 36
0 8 10
0 9 66
0 10 27
0 11 71
0 12 62
0 13 67
0 14 79
0 15 31
0 16 60
0 17 10
0 18 46
0 19 66
0 20 49
0 21 27
0 22 72
0 23 47
0 24 69
0 25 72
0 26 80
0 27 67
0 28 73
0 29 48
0 30 56
0 31 19
0 32 78
0 33 65
0 34 13
0 35 22
0 36 29
0 37 71
0 38 48
0 39 37
0 40 39
0 41 72
0 42 73
0 43 47
0 44 39
0 45 51
0 46 21
0 47 25
0 48 59
0 49 31
0 50 71
0 51 24
0 52 53
0 53 31
0 54 37
0 55 36
0 56 63
0 57 42
0 58 15
0 59 48
0 60 29
0 61 59
0 62 73
0 63 28
0 64 55
0 65 36
0 66 11
0 67 19
0 68 43
0 69 19
0 70 51
0 71 20
0 72 76
0 73 80
0 74 51
0 75 70
0 76 60
0 77 32
0 78 47
0 79 41
0 80 61
0 81 60
0 82 51
0 83 39
0 84 24
0 85 11
0 86 44
0 87 68
0 88 49
0 89 67
0 90 77
0 91 28
0 92 22
0 93 66
0 94 76
0 95 46
0 96 43
0 97 32
0 98 32
0 99 30
0 100 41
0 101 34
0 102 56
0 103 59
0 104 51
0 105 31
0 106 58
0 107 27
0 108 48
0 109 25
0 110 51
0 111 73
0 112 11
0 113 39
0 114 71
0 115 76
0 116 14
0 117 22
0 118 45
0 119 63
0 120 51
0 121 61
0 122 35
0 123 26
0 124 71
0 125 18
0 126 71
0 127 57
0 128 78
0 129 72
0 130 15
0 131 21
0 132 48
0 133 36
0 134 55
0 135 63
0 136 18
0 137 74
0 138 42
0 139 36
0 140 65
0 141 26
0 142 15
0 143 51
0 144 38
0 145 21
0 146 45
0 147 76
0 148 74
0 149 63
0 150 18
0 151 43
0 152 31
0 153 61
0 154 57
0 155 69
0 156 36
0 157 18
0 158 10
0 159 75
0 160 41
0 161 53
0 162 65
0 163 80
0 164 30
0 165 73
0 166 62
0 167 39
0 168 45
0 169 13
0 170 23
0 171 10
0 172 11
0 173 28
0 174 69
0 175 52
0 176 15
0 177 40
0 178 65
0 179 67
0 180 67
0 181 46
0 182 24
0 183 57
0 184 24
0 185 18
0 186 75
0 187 76
0 188 33
0 189 58
0 190 36
0 191 11
0 192 77
0 193 34
0 194 31
0 195 44
0 196 62
0 197 42
0 198 25
0 199 22
0 200 14
0 201 63
0 202 41
0 203 59
0 204 37
0 205 36
0 206 24
0 207 21
0 208 48
0 209 74
0 210 15
0 211 71
0 212 44
0 213 70
0 214 48
0 215 20
0 216 46
0 217 12
0 218 26
0 219 13
0 220 64
0 221 33
0 222 34
0 223 61
0 224 20
0 225 35
0 226 68
0 227 35
0 228 42
0 229 78
0 230 38
0 231 31
