0 399
400 40000
0 200 11
0 201 8
0 202 1
0 203 3
0 204 6
0 205 4
0 206 9
0 207 10
0 208 1
0 209 9
0 210 12
0 211 3
0 212 4
0 213 3
0 214 14
0 215 13
0 216 9
0 217 12
0 218 4
0 219 1
0 220 8
0 221 13
0 222 5
0 223 11
0 224 7
0 225 6
0 226 14
0 227 1
0 228 5
0 229 14
0 230 8
0 231 11
0 232 15
0 233 6
0 234 5
0 235 6
0 236 2
0 237 9
0 238 6
0 239 11
0 240 7
0 241 13
0 242 12
0 243 4
0 244 7
0 245 8
0 246 12
0 247 12
0 248 9
0 249 10
0 250 14
0 251 10
0 252 1
0 253 7
0 254 1
0 255 5
0 256 5
0 257 7
0 258 12
0 259 8
0 260 14
0 261 14
0 262 5
0 263 11
0 264 10
0 265 2
0 266 3
0 267 12
0 268 13
0 269 12
0 270 4
0 271 6
0 272 1
0 273 8
0 274 2
0 275 10
0 276 7
0 277 14
0 278 15
0 279 6
0 280 6
0 281 3
0 282 15
0 283 13
0 284 11
0 285 2
0 286 11
0 287 1
0 288 9
0 289 13
0 290 5
0 291 5
0 292 8
0 293 13
0 294 6
0 295 14
0 296 6
0 297 5
0 298 6
0 299 3
0 300 15
0 301 4
0 302 14
0 303 14
0 304 6
0 305 1
0 306 14
0 307 1
0 308 4
0 309 11
0 310 6
0 311 13
0 312 9
0 313 3
0 314 5
0 315 8
0 316 6
0 317 7
0 318 12
0 319 15
0 320 2
0 321 1
0 322 5
0 323 5
0 324 2
0 325 9
0 326 8
0 327 3
0 328 8
0 329 4
0 330 1
0 331 8
0 332 14
0 333 11
0 334 9
0 335 9
0 336 5
0 337 15
0 338 4
0 339 12
0 340 11
0 341 4
0 342 4
0 343 8
0 344 2
0 345 13
0 346 13
0 347 7
0 348 1
0 349 4
0 350 5
0 351 3
0 352 1
0 353 5
0 354 4
0 355 7
0 356 4
0 357 10
0 358 5
0 359 6
0 360 4
0 361 15
0 362 13
0 363 11
0 364 15
0 365 9
0 366 8
0 367 14
0 368 8
0 369 15
0 370 10
0 371 3
0 372 10
0 373 1
0 374 1
0 375 14
0 376 14
0 377 13
0 378 10
0 379 9
0 380 10
0 381 13
0 382 7
0 383 15
0 384 5
0 385 1
0 386 12
0 387 10
0 388 3
0 389 9
0 390 13
0 391 1
0 392 5
0 393 4
0 394 11
0 395 1
0 396 12
0 397 4
0 398 4
0 399 8
1 200 10
1 201 6
1 202 14
1 203 5
1 204 8
1 205 4
1 206 8
1 207 5
1 208 10
1 209 4
1 210 3
1 211 13
1 212 9
1 213 7
1 214 13
1 215 4
1 216 10
1 217 5
1 218 14
1 219 7
1 220 5
1 221 4
1 222 9
1 223 4
1 224 8
1 225 1
1 226 12
1 227 11
1 228 12
1 229 8
1 230 1
1 231 8
1 232 12
1 233 10
1 234 11
1 235 9
1 236 12
1 237 6
1 238 2
1 239 7
1 240 10
1 241 5
1 242 10
1 243 9
1 244 3
1 245 11
1 246 7
1 247 12
1 248 10
1 249 4
1 250 8
1 251 14
1 252 3
1 253 6
1 254 14
1 255 4
1 256 1
1 257 6
1 258 5
1 259 4
1 260 8
1 261 4
1 262 10
1 263 2
1 264 11
1 265 8
1 266 11
1 267 12
1 268 6
1 269 6
1 270 14
1 271 13
1 272 5
1 273 3
1 274 11
1 275 15
1 276 8
1 277 11
1 278 6
1 279 3
1 280 10
1 281 11
1 282 11
1 283 10
1 284 5
1 285 10
1 286 14
1 287 5
1 288 14
1 289 6
1 290 3
1 291 13
1 292 10
1 293 15
1 294 5
1 295 10
1 296 5
1 297 6
1 298 7
1 299 8
1 300 13
1 301 7
1 302 3
1 303 12
1 304 1
1 305 9
1 306 6
1 307 9
1 308 6
1 309 15
1 310 9
1 311 6
1 312 3
1 313 9
1 314 13
1 315 5
1 316 12
1 317 3
1 318 15
1 319 1
1 320 12
1 321 6
1 322 4
1 323 9
1 324 13
1 325 4
1 326 5
