0 99
100 2500
0 50 14
0 51 5
0 52 7
0 53 7
0 54 6
0 55 2
0 56 7
0 57 5
0 58 3
0 59 15
0 60 9
0 61 5
0 62 13
0 63 5
0 64 3
0 65 15
0 66 4
0 67 14
0 68 4
0 69 8
0 70 13
0 71 11
0 72 7
0 73 11
0 74 6
0 75 7
0 76 10
0 77 15
0 78 1
0 79 9
0 80 5
0 81 10
0 82 15
0 83 5
0 84 2
0 85 8
0 86 4
0 87 5
0 88 5
0 89 2
0 90 8
0 91 6
0 92 15
0 93 2
0 94 12
0 95 7
0 96 13
0 97 12
0 98 2
0 99 13
1 50 9
1 51 1
1 52 8
1 53 12
1 54 8
1 55 15
1 56 6
1 57 8
1 58 12
1 59 14
1 60 6
1 61 14
1 62 2
1 63 12
1 64 3
1 65 13
1 66 12
1 67 7
1 68 1
1 69 2
1 70 1
1 71 13
1 72 4
1 73 3
1 74 3
1 75 7
1 76 9
1 77 8
1 78 10
1 79 5
1 80 14
1 81 9
1 82 4
1 83 15
1 84 6
1 85 12
1 86 7
1 87 10
1 88 5
1 89 11
1 90 14
1 91 5
1 92 10
1 93 9
1 94 10
1 95 15
1 96 2
1 97 13
1 98 1
1 99 12
2 50 5
2 51 1
2 52 5
2 53 13
2 54 7
2 55 8
2 56 6
2 57 13
2 58 5
2 59 6
2 60 14
2 61 2
2 62 3
2 63 14
2 64 6
2 65 14
2 66 6
2 67 4
2 68 7
2 69 1
2 70 12
2 71 15
2 72 10
2 73 5
2 74 2
2 75 10
2 76 12
2 77 3
2 78 11
2 79 12
2 80 14
2 81 13
2 82 14
2 83 15
2 84 13
2 85 10
2 86 14
2 87 2
2 88 5
2 89 2
2 90 5
2 91 2
2 92 5
2 93 11
2 94 9
2 95 10
2 96 12
2 97 6
2 98 4
2 99 3
3 50 12
3 51 6
3 52 4
3 53 15
3 54 12
3 55 2
3 56 6
3 57 3
3 58 8
3 59 8
3 60 13
3 61 7
3 62 12
3 63 8
3 64 1
3 65 10
3 66 12
3 67 3
3 68 6
3 69 4
3 70 2
3 71 1
3 72 9
3 73 11
3 74 3
3 75 3
3 76 14
3 77 1
3 78 15
3 79 14
3 80 12
3 81 15
3 82 3
3 83 7
3 84 14
3 85 6
3 86 6
3 87 6
3 88 12
3 89 6
3 90 2
3 91 4
3 92 7
3 93 14
3 94 7
3 95 15
3 96 6
3 97 7
3 98 14
3 99 9
4 50 10
4 51 15
4 52 3
4 53 3
4 54 11
4 55 15
4 56 7
4 57 4
4 58 2
4 59 1
4 60 12
4 61 6
4 62 9
4 63 12
4 64 3
4 65 3
4 66 14
4 67 9
4 68 15
4 69 11
4 70 15
4 71 1
4 72 3
4 73 3
4 74 13
4 75 4
4 76 2
4 77 12
4 78 9
4 79 10
4 80 13
4 81 7
4 82 11
4 83 2
4 84 10
4 85 4
4 86 3
4 87 11
4 88 3
4 89 8
4 90 4
4 91 2
4 92 11
4 93 2
4 94 4
4 95 13
4 96 3
4 97 10
4 98 7
4 99 6
5 50 10
5 51 12
5 52 11
5 53 13
5 54 2
5 55 9
5 56 4
5 57 6
5 58 15
5 59 5
5 60 13
5 61 14
5 62 8
5 63 3
5 64 7
5 65 2
5 66 15
5 67 8
5 68 10
5 69 7
5 70 5
5 71 14
5 72 1
5 73 9
5 74 4
5 75 12
5 76 4
5 77 12
5 78 11
5 79 10
5 80 13
5 81 11
5 82 13
5 83 14
5 84 8
5 85 1
5 86 9
5 87 6
5 88 11
5 89 7
5 90 14
5 91 11
5 92 8
5 93 3
5 94 11
5 95 8
5 96 3
5 97 11
5 98 4
5 99 2
6 50 15
6 51 10
6 52 6
6 53 15
6 54 10
6 55 5
6 56 12
6 57 8
6 58 4
6 59 11
6 60 7
6 61 5
6 62 5
6 63 15
6 64 13
6 65 7
6 66 6
6 67 2
6 68 6
6 69 4
6 70 10
6 71 14
6 72 1
6 73 2
6 74 6
6 75 4
6 76 12
6 77 15
6 78 12
6 79 11
6 80 9
6 81 12
6 82 7
6 83 6
6 84 1
6 85 9
6 86 5
6 87 2
6 88 2
6 89 14
6 90 7
6 91 9
6 92 12
6 93 8
6 94 8
6 95 7
6 96 5
6 97 7
6 98 4
6 99 7
7 50 13
7 51 14
7 52 5
7 53 11
7 54 14
7 55 8
7 56 8
7 57 2
7 58 4
7 59 3
7 60 5
7 61 8
7 62 8
7 63 10
7 64 12
7 65 3
7 66 10
7 67 11
7 68 3
7 69 4
7 70 15
7 71 6
7 72 8
7 73 10
7 74 8
7 75 3
7 76 13
7 77 11
7 78 8
7 79 13
7 80 11
7 81 5
7 82 1
7 83 2
7 84 3
7 85 9
7 86 8
7 87 3
7 88 7
7 89 13
7 90 12
7 91 5
7 92 15
7 93 13
7 94 9
7 95 7
7 96 10
7 97 13
7 98 3
7 99 14
8 50 11
8 51 6
8 52 4
8 53 7
8 54 5
8 55 6
8 56 15
8 57 10
8 58 3
8 59 9
8 60 8
8 61 6
8 62 11
8 63 10
8 64 11
8 65 13
8 66 3
8 67 4
8 68 9
8 69 8
8 70 3
8 71 4
8 72 7
8 73 8
8 74 11
8 75 3
8 76 10
8 77 8
8 78 13
8 79 9
8 80 1
8 81 5
8 82 9
8 83 13
8 84 8
8 85 10
8 86 5
8 87 7
8 88 5
8 89 2
8 90 11
8 91 9
8 92 15
8 93 9
8 94 2
8 95 2
8 96 3
8 97 1
8 98 7
8 99 11
9 50 1
9 51 5
9 52 15
9 53 8
9 54 4
9 55 9
9 56 9
9 57 3
9 58 12
9 59 2
9 60 4
9 61 7
9 62 13
9 63 4
9 64 7
9 65 7
9 66 1
9 67 4
9 68 6
9 69 14
9 70 11
9 71 10
9 72 2
9 73 4
9 74 13
9 75 2
9 76 8
9 77 9
9 78 12
9 79 5
9 80 2
9 81 10
9 82 2
9 83 6
9 84 15
9 85 13
9 86 1
9 87 7
9 88 5
9 89 9
9 90 5
9 91 9
9 92 12
9 93 1
9 94 9
9 95 11
9 96 8
9 97 14
9 98 4
9 99 8
10 50 15
10 51 3
10 52 2
10 53 8
10 54 9
10 55 14
10 56 15
10 57 13
10 58 9
10 59 11
10 60 7
10 61 9
10 62 8
10 63 10
10 64 13
10 65 5
10 66 12
10 67 9
10 68 5
10 69 15
10 70 5
10 71 10
10 72 9
10 73 7
10 74 15
10 75 4
10 76 14
10 77 15
10 78 10
10 79 6
10 80 9
10 81 9
10 82 14
10 83 5
10 84 12
10 85 4
10 86 4
10 87 2
10 88 5
10 89 15
10 90 13
10 91 11
10 92 12
10 93 14
10 94 7
10 95 14
10 96 14
10 97 5
10 98 6
10 99 9
11 50 15
11 51 6
11 52 12
11 53 2
11 54 8
11 55 9
11 56 7
11 57 12
11 58 11
11 59 3
11 60 3
11 61 6
11 62 1
11 63 2
11 64 5
11 65 9
11 66 11
11 67 9
11 68 6
11 69 5
11 70 10
11 71 14
11 72 6
11 73 8
11 74 7
11 75 8
11 76 10
11 77 9
11 78 13
11 79 1
11 80 3
11 81 10
11 82 7
11 83 12
11 84 15
11 85 2
11 86 13
11 87 8
11 88 7
11 89 15
11 90 10
11 91 8
11 92 15
11 93 15
11 94 1
11 95 9
11 96 5
11 97 12
11 98 15
11 99 7
12 50 12
12 51 9
12 52 13
12 53 3
12 54 12
12 55 9
12 56 15
12 57 4
12 58 8
12 59 5
12 60 11
12 61 14
12 62 13
12 63 13
12 64 15
12 65 4
12 66 9
12 67 9
12 68 8
12 69 14
12 70 9
12 71 2
12 72 13
12 73 7
12 74 15
12 75 9
12 76 11
12 77 11
12 78 13
12 79 8
12 80 14
12 81 13
12 82 6
12 83 7
12 84 5
12 85 13
12 86 13
12 87 1
12 88 7
12 89 13
12 90 13
12 91 11
12 92 13
12 93 7
12 94 4
12 95 3
12 96 1
12 97 14
12 98 10
12 99 12
13 50 11
13 51 10
13 52 4
13 53 14
13 54 6
13 55 1
13 56 9
13 57 6
13 58 7
13 59 10
13 60 5
13 61 9
13 62 7
13 63 14
13 64 10
13 65 2
13 66 8
13 67 11
13 68 6
13 69 14
13 70 1
13 71 8
13 72 6
13 73 2
13 74 3
13 75 12
13 76 10
13 77 3
13 78 4
13 79 1
13 80 11
13 81 10
13 82 4
13 83 6
13 84 7
13 85 5
13 86 5
13 87 8
13 88 11
13 89 15
13 90 13
13 91 5
13 92 15
13 93 15
13 94 2
13 95 13
13 96 2
13 97 6
13 98 13
13 99 1
14 50 12
14 51 5
14 52 14
14 53 13
14 54 9
14 55 1
14 56 3
14 57 6
14 58 10
14 59 14
14 60 2
14 61 8
14 62 4
14 63 9
14 64 15
14 65 2
14 66 11
14 67 14
14 68 11
14 69 1
14 70 14
14 71 2
14 72 14
14 73 9
14 74 2
14 75 14
14 76 12
14 77 8
14 78 6
14 79 9
14 80 4
14 81 1
14 82 6
14 83 6
14 84 10
14 85 13
14 86 14
14 87 5
14 88 11
14 89 6
14 90 15
14 91 6
14 92 3
14 93 11
14 94 15
14 95 1
14 96 8
14 97 15
14 98 4
14 99 9
15 50 4
15 51 8
15 52 9
15 53 5
15 54 9
15 55 9
15 56 12
15 57 11
15 58 7
15 59 10
15 60 14
15 61 7
15 62 8
15 63 11
15 64 14
15 65 9
15 66 7
15 67 8
15 68 14
15 69 10
15 70 10
15 71 8
15 72 1
15 73 3
15 74 5
15 75 15
15 76 7
15 77 3
15 78 3
15 79 8
15 80 15
15 81 10
15 82 2
15 83 11
15 84 3
15 85 10
15 86 8
15 87 12
15 88 2
15 89 6
15 90 7
15 91 7
15 92 8
15 93 2
15 94 14
15 95 6
15 96 14
15 97 7
15 98 7
15 99 15
16 50 14
16 51 13
16 52 14
16 53 4
16 54 10
16 55 5
16 56 15
16 57 12
16 58 12
16 59 1
16 60 13
16 61 10
16 62 4
16 63 14
16 64 2
16 65 9
16 66 6
16 67 6
16 68 7
16 69 12
16 70 8
16 71 7
16 72 11
16 73 12
16 74 2
16 75 15
16 76 3
16 77 9
16 78 6
16 79 15
16 80 3
16 81 10
16 82 15
16 83 15
16 84 7
16 85 11
16 86 14
16 87 11
16 88 13
16 89 14
16 90 1
16 91 14
16 92 5
16 93 4
16 94 7
16 95 5
16 96 11
16 97 5
16 98 12
16 99 2
17 50 14
17 51 5
17 52 14
17 53 14
17 54 14
17 55 8
17 56 14
