0 399
400 79800
0 1 15
0 2 2
0 3 3
0 4 10
0 5 4
0 6 5
0 7 13
0 8 8
0 9 9
0 10 9
0 11 13
0 12 14
0 13 10
0 14 2
0 15 6
0 16 10
0 17 8
0 18 10
0 19 9
0 20 14
0 21 12
0 22 3
0 23 13
0 24 7
0 25 7
0 26 13
0 27 3
0 28 9
0 29 5
0 30 15
0 31 10
0 32 14
0 33 8
0 34 13
0 35 9
0 36 15
0 37 7
0 38 5
0 39 1
0 40 6
0 41 14
0 42 14
0 43 4
0 44 14
0 45 4
0 46 4
0 47 15
0 48 7
0 49 3
0 50 4
0 51 10
0 52 3
0 53 4
0 54 6
0 55 10
0 56 15
0 57 1
0 58 6
0 59 11
0 60 15
0 61 10
0 62 15
0 63 1
0 64 4
0 65 10
0 66 14
0 67 5
0 68 14
0 69 7
0 70 11
0 71 10
0 72 5
0 73 12
0 74 2
0 75 11
0 76 15
0 77 9
0 78 6
0 79 8
0 80 6
0 81 15
0 82 15
0 83 11
0 84 3
0 85 8
0 86 2
0 87 8
0 88 12
0 89 7
0 90 7
0 91 6
0 92 11
0 93 1
0 94 9
0 95 7
0 96 8
0 97 1
0 98 7
0 99 15
0 100 10
0 101 4
0 102 3
0 103 4
0 104 7
0 105 2
0 106 10
0 107 8
0 108 10
0 109 1
0 110 8
0 111 3
0 112 7
0 113 5
0 114 15
0 115 9
0 116 10
0 117 4
0 118 8
0 119 9
0 120 5
0 121 6
0 122 3
0 123 11
0 124 1
0 125 1
0 126 10
0 127 2
0 128 14
0 129 11
0 130 12
0 131 12
0 132 6
0 133 6
0 134 14
0 135 14
0 136 6
0 137 14
0 138 4
0 139 2
0 140 3
0 141 14
0 142 3
0 143 8
0 144 7
0 145 1
0 146 5
0 147 13
0 148 11
0 149 1
0 150 4
0 151 5
0 152 13
0 153 11
0 154 14
0 155 9
0 156 4
0 157 1
0 158 11
0 159 11
0 160 6
0 161 2
0 162 10
0 163 15
0 164 4
0 165 10
0 166 9
0 167 7
0 168 6
0 169 5
0 170 5
0 171 7
0 172 12
0 173 4
0 174 5
0 175 1
0 176 14
0 177 1
0 178 12
0 179 4
0 180 11
0 181 13
0 182 14
0 183 7
0 184 6
0 185 12
0 186 8
0 187 15
0 188 12
0 189 13
0 190 6
0 191 6
0 192 7
0 193 10
0 194 10
0 195 5
0 196 3
0 197 11
0 198 11
0 199 6
0 200 13
0 201 3
0 202 13
0 203 8
0 204 3
0 205 7
0 206 13
0 207 15
0 208 1
0 209 14
0 210 14
0 211 12
0 212 15
0 213 9
0 214 12
0 215 12
0 216 9
0 217 6
0 218 9
0 219 5
0 220 9
0 221 6
0 222 12
0 223 9
0 224 5
0 225 3
0 226 7
0 227 12
0 228 3
0 229 5
0 230 8
0 231 10
0 232 15
0 233 14
0 234 13
0 235 6
0 236 6
0 237 14
0 238 8
0 239 6
0 240 5
0 241 4
0 242 4
0 243 3
0 244 14
0 245 13
0 246 10
0 247 8
0 248 3
0 249 7
0 250 2
0 251 10
0 252 15
0 253 5
0 254 14
0 255 5
0 256 8
0 257 9
0 258 5
0 259 11
0 260 13
0 261 6
0 262 14
0 263 5
0 264 12
0 265 7
0 266 3
0 267 1
0 268 2
0 269 12
0 270 3
0 271 6
0 272 3
0 273 11
0 274 11
0 275 12
0 276 9
0 277 7
0 278 7
0 279 5
0 280 5
0 281 1
0 282 7
0 283 2
0 284 6
0 285 14
0 286 5
0 287 8
0 288 12
0 289 15
0 290 2
0 291 9
0 292 8
0 293 3
0 294 13
0 295 14
0 296 10
0 297 1
0 298 8
0 299 11
0 300 1
0 301 3
0 302 3
0 303 7
0 304 1
0 305 4
0 306 7
0 307 13
0 308 6
0 309 14
0 310 3
0 311 10
0 312 14
0 313 8
0 314 3
0 315 15
0 316 4
0 317 2
0 318 1
0 319 4
0 320 7
0 321 6
0 322 12
0 323 10
0 324 10
0 325 8
0 326 13
0 327 7
0 328 14
0 329 14
0 330 10
0 331 4
0 332 1
0 333 15
0 334 9
0 335 5
0 336 3
0 337 11
0 338 8
0 339 5
0 340 3
0 341 7
0 342 5
0 343 3
0 344 8
0 345 2
0 346 15
0 347 13
0 348 5
0 349 7
0 350 15
0 351 9
0 352 8
0 353 4
0 354 9
0 355 7
0 356 1
0 357 3
0 358 5
0 359 12
0 360 3
0 361 9
0 362 3
0 363 15
0 364 13
0 365 15
0 366 10
0 367 4
0 368 10
0 369 7
0 370 3
0 371 6
0 372 11
0 373 11
0 374 14
0 375 12
0 376 11
0 377 3
0 378 6
0 379 7
0 380 10
0 381 1
0 382 9
0 383 4
0 384 4
0 385 5
0 386 8
0 387 3
0 388 1
0 389 10
0 390 7
0 391 10
