0 799
800 160000
0 400 36
0 401 70
0 402 40
0 403 16
0 404 38
0 405 76
0 406 73
0 407 37
0 408 67
0 409 64
0 410 22
0 411 13
0 412 74
0 413 23
0 414 42
0 415 26
0 416 24
0 417 51
0 418 46
0 419 55
0 420 18
0 421 16
0 422 63
0 423 76
0 424 37
0 425 79
0 426 12
0 427 48
0 428 55
0 429 20
0 430 76
0 431 25
0 432 13
0 433 60
0 434 59
0 435 39
0 436 61
0 437 13
0 438 16
0 439 12
0 440 15
0 441 65
0 442 20
0 443 44
0 444 71
0 445 77
0 446 44
0 447 59
0 448 58
0 449 31
0 450 32
0 451 59
0 452 15
0 453 59
0 454 29
0 455 44
0 456 32
0 457 21
0 458 31
0 459 70
0 460 37
0 461 34
0 462 49
0 463 32
0 464 14
0 465 73
0 466 56
0 467 19
0 468 42
0 469 66
0 470 48
0 471 27
0 472 75
0 473 35
0 474 16
0 475 32
0 476 31
0 477 48
0 478 47
0 479 34
0 480 28
0 481 17
0 482 78
0 483 36
0 484 64
0 485 74
0 486 27
0 487 79
0 488 68
0 489 58
0 490 64
0 491 16
0 492 36
0 493 32
0 494 50
0 495 46
0 496 20
0 497 67
0 498 25
0 499 45
0 500 46
0 501 62
0 502 44
0 503 38
0 504 20
0 505 52
0 506 39
0 507 66
0 508 78
0 509 64
0 510 61
0 511 71
0 512 61
0 513 44
0 514 73
0 515 22
0 516 20
0 517 65
0 518 13
0 519 40
0 520 42
0 521 36
0 522 29
0 523 66
0 524 77
0 525 63
0 526 36
0 527 45
0 528 39
0 529 52
0 530 71
0 531 41
0 532 51
0 533 12
0 534 58
0 535 73
0 536 75
0 537 52
0 538 21
0 539 36
0 540 39
0 541 49
0 542 20
0 543 35
0 544 33
0 545 78
0 546 19
0 547 37
0 548 19
0 549 28
0 550 20
0 551 24
0 552 27
0 553 45
0 554 12
0 555 71
0 556 15
0 557 39
0 558 10
0 559 37
0 560 79
0 561 17
0 562 16
0 563 60
0 564 48
0 565 37
0 566 19
0 567 73
0 568 47
0 569 61
0 570 16
0 571 60
0 572 41
0 573 69
0 574 59
0 575 33
0 576 38
0 577 53
0 578 48
0 579 67
0 580 62
0 581 72
0 582 54
0 583 58
0 584 24
0 585 39
0 586 59
0 587 22
0 588 65
0 589 39
0 590 15
0 591 77
0 592 48
0 593 69
0 594 18
0 595 58
0 596 21
0 597 79
0 598 75
0 599 27
0 600 56
0 601 43
0 602 66
0 603 69
0 604 35
0 605 23
0 606 57
0 607 47
0 608 77
0 609 43
0 610 62
0 611 40
0 612 38
0 613 52
0 614 18
0 615 23
0 616 49
0 617 13
0 618 63
0 619 78
0 620 65
0 621 49
0 622 29
0 623 31
0 624 46
0 625 38
0 626 24
0 627 26
0 628 62
0 629 64
0 630 79
0 631 48
0 632 21
0 633 16
0 634 25
0 635 60
0 636 42
0 637 44
0 638 46
0 639 30
0 640 46
0 641 19
0 642 57
0 643 43
0 644 80
0 645 39
0 646 19
0 647 49
0 648 13
0 649 71
0 650 65
0 651 14
0 652 75
0 653 72
0 654 72
0 655 48
0 656 63
0 657 71
0 658 40
0 659 74
0 660 68
0 661 32
0 662 40
0 663 43
0 664 67
0 665 42
0 666 67
0 667 65
0 668 40
0 669 47
0 670 75
0 671 11
0 672 59
0 673 59
0 674 40
0 675 31
0 676 22
0 677 52
0 678 78
0 679 37
0 680 45
0 681 15
0 682 19
0 683 27
0 684 57
0 685 73
0 686 19
0 687 33
0 688 61
0 689 46
0 690 27
0 691 63
0 692 12
0 693 35
0 694 19
0 695 44
0 696 65
0 697 79
0 698 41
0 699 26
0 700 74
0 701 48
0 702 74
0 703 50
0 704 56
0 705 40
0 706 21
0 707 14
0 708 76
0 709 45
0 710 34
0 711 50
0 712 29
0 713 32
0 714 25
0 715 23
0 716 14
0 717 69
0 718 49
0 719 73
0 720 48
0 721 20
0 722 67
0 723 15
0 724 27
0 725 39
0 726 12
0 727 71
0 728 30
0 729 28
0 730 47
0 731 12
0 732 62
0 733 68
0 734 40
0 735 39
0 736 47
0 737 64
0 738 65
0 739 20
0 740 76
0 741 53
0 742 66
0 743 65
0 744 75
0 745 77
0 746 24
0 747 29
0 748 50
0 749 73
0 750 28
0 751 42
0 752 76
0 753 54
0 754 70
0 755 35
0 756 60
0 757 50
0 758 68
0 759 19
0 760 21
0 761 64
0 762 70
0 763 24
0 764 69
0 765 34
0 766 16
0 767 45
0 768 13
0 769 47
0 770 33
0 771 74
0 772 31
0 773 77
0 774 66
0 775 53
0 776 60
0 777 25
0 778 30
0 779 13
0 780 75
0 781 79
0 782 55
0 783 13
0 784 45
0 785 78
0 786 14
0 787 23
0 788 45
0 789 10
0 790 27
0 791 36
0 792 70
0 793 64
0 794 79
0 795 11
0 796 80
0 797 37
0 798 58
0 799 63
1 400 60
1 401 70
1 402 74
1 403 75
1 404 77
1 405 43
1 406 47
1 407 45
1 408 52
1 409 13
1 410 48
1 411 64
1 412 35
1 413 25
1 414 34
1 415 71
1 416 28
1 417 65
1 418 16
1 419 24
1 420 76
1 421 33
1 422 61
1 423 30
1 424 59
1 425 53
1 426 46
1 427 70
1 428 65
1 429 71
1 430 79
1 431 40
1 432 62
1 433 67
1 434 45
1 435 50
1 436 15
1 437 10
1 438 16
1 439 55
1 440 32
1 441 50
1 442 24
1 443 10
1 444 51
1 445 65
1 446 59
1 447 42
1 448 45
1 449 30
1 450 12
1 451 12
1 452 44
1 453 18
1 454 39
1 455 65
1 456 41
1 457 67
1 458 47
1 459 61
1 460 64
1 461 15
1 462 45
1 463 78
1 464 35
1 465 52
1 466 37
1 467 11
1 468 21
1 469 11
1 470 54
1 471 71
1 472 17
1 473 15
1 474 32
1 475 66
1 476 12
1 477 68
1 478 14
1 479 73
1 480 16
1 481 18
1 482 11
1 483 42
1 484 22
1 485 66
1 486 50
1 487 30
1 488 16
1 489 25
1 490 22
1 491 15
1 492 57
1 493 16
1 494 37
1 495 22
1 496 44
1 497 28
1 498 31
1 499 19
1 500 27
1 501 40
1 502 22
1 503 78
1 504 11
1 505 21
1 506 13
1 507 72
1 508 45
1 509 28
1 510 80
1 511 60
1 512 22
1 513 15
1 514 80
1 515 19
1 516 28
1 517 54
1 518 11
1 519 13
1 520 24
1 521 71
1 522 48
1 523 69
1 524 34
1 525 73
1 526 68
1 527 15
1 528 33
1 529 45
1 530 64
1 531 57
1 532 50
1 533 37
1 534 47
1 535 74
1 536 25
1 537 27
1 538 69
1 539 60
1 540 77
1 541 29
1 542 67
1 543 21
1 544 43
1 545 80
1 546 65
1 547 10
1 548 43
1 549 61
1 550 40
1 551 37
1 552 27
1 553 38
1 554 37
1 555 77
1 556 17
1 557 49
1 558 49
1 559 27
1 560 23
1 561 41
1 562 17
1 563 33
1 564 34
1 565 35
1 566 50
1 567 38
1 568 42
1 569 74
1 570 35
1 571 22
1 572 15
1 573 54
1 574 46
1 575 62
1 576 48
1 577 76
1 578 71
1 579 47
1 580 44
1 581 46
1 582 24
1 583 29
1 584 30
1 585 65
1 586 54
1 587 50
1 588 54
1 589 61
1 590 43
1 591 19
1 592 45
1 593 53
1 594 33
1 595 52
1 596 40
1 597 74
1 598 78
1 599 47
1 600 29
1 601 35
1 602 35
1 603 51
1 604 75
1 605 12
1 606 50
1 607 63
1 608 71
1 609 26
1 610 60
1 611 21
1 612 69
1 613 36
1 614 60
1 615 41
1 616 72
1 617 17
1 618 28
1 619 65
1 620 76
1 621 53
1 622 67
1 623 49
1 624 35
1 625 41
1 626 54
1 627 13
1 628 49
1 629 57
1 630 73
1 631 57
1 632 61
1 633 29
1 634 64
1 635 13
1 636 11
1 637 10
1 638 61
1 639 17
1 640 21
1 641 61
1 642 45
1 643 37
1 644 64
1 645 35
1 646 53
1 647 72
1 648 80
1 649 11
1 650 16
1 651 17
1 652 33
1 653 67
1 654 12
1 655 25
1 656 72
1 657 37
1 658 11
1 659 51
1 660 30
1 661 68
1 662 49
1 663 61
1 664 69
1 665 48
1 666 19
1 667 75
1 668 41
1 669 58
1 670 61
1 671 36
1 672 37
1 673 80
1 674 23
1 675 50
1 676 61
1 677 37
1 678 58
1 679 65
1 680 32
1 681 43
1 682 12
1 683 72
1 684 39
1 685 33
1 686 74
1 687 32
1 688 11
1 689 58
1 690 47
1 691 28
1 692 49
1 693 73
1 694 30
1 695 22
1 696 52
1 697 33
1 698 62
1 699 23
1 700 35
1 701 24
1 702 52
1 703 58
1 704 40
1 705 18
1 706 79
1 707 64
1 708 55
1 709 20
1 710 36
1 711 71
1 712 41
1 713 49
1 714 18
1 715 52
1 716 34
1 717 67
1 718 29
1 719 66
1 720 24
1 721 61
1 722 17
1 723 26
1 724 71
1 725 27
1 726 24
1 727 56
1 728 39
1 729 60
1 730 76
1 731 15
1 732 74
1 733 16
1 734 15
1 735 70
1 736 37
1 737 35
1 738 71
1 739 40
1 740 74
1 741 44
1 742 18
1 743 14
1 744 67
1 745 24
1 746 28
1 747 50
1 748 22
1 749 60
1 750 71
1 751 79
1 752 34
1 753 10
1 754 27
1 755 57
1 756 62
1 757 75
1 758 44
1 759 63
1 760 60
1 761 50
1 762 58
1 763 57
1 764 56
1 765 73
1 766 39
1 767 31
1 768 71
1 769 54
1 770 64
1 771 62
1 772 52
1 773 16
1 774 67
1 775 13
1 776 32
1 777 36
1 778 75
1 779 57
1 780 69
1 781 63
1 782 27
1 783 34
1 784 68
1 785 72
1 786 77
1 787 76
1 788 46
1 789 37
1 790 70
1 791 44
1 792 10
1 793 12
1 794 52
1 795 25
1 796 80
1 797 79
1 798 66
1 799 37
2 400 54
2 401 19
2 402 37
2 403 24
2 404 33
2 405 47
2 406 28
2 407 35
2 408 43
2 409 29
2 410 57
2 411 45
2 412 63
2 413 61
2 414 72
2 415 68
2 416 46
2 417 57
2 418 72
2 419 77
2 420 72
2 421 14
2 422 22
2 423 50
2 424 17
2 425 51
2 426 78
2 427 78
2 428 70
2 429 77
2 430 16
2 431 75
2 432 12
2 433 59
2 434 36
2 435 60
2 436 10
2 437 41
2 438 45
2 439 67
2 440 38
2 441 52
2 442 58
2 443 47
2 444 59
2 445 77
2 446 47
2 447 75
2 448 21
2 449 73
2 450 35
2 451 20
2 452 38
2 453 18
2 454 47
2 455 25
2 456 70
2 457 76
2 458 10
2 459 64
2 460 37
2 461 80
2 462 29
2 463 69
2 464 30
2 465 39
2 466 66
2 467 56
2 468 20
2 469 37
2 470 17
2 471 38
2 472 24
2 473 16
2 474 78
2 475 12
2 476 69
2 477 61
2 478 49
2 479 12
2 480 69
2 481 36
2 482 29
2 483 72
2 484 24
2 485 34
2 486 37
2 487 48
2 488 48
2 489 43
2 490 62
2 491 12
